id,name,store_revenue,store_size,temp,variety_score,quality_range,shop_area,city_tier,availability,discounts,weekday_sales,weekend_sales,total_sales,location
22385,Store_2384,86465.9,Large,Low,8,7,592.23,1,Offline,0,54887.7,77549.3,132437.0,Downtown
22386,Store_2385,56953.6,Mid,Mid,5,4,1567.08,2,Offline,18,43186.8,67813.0,111000.0,Outskirts
22387,Store_2386,78781.5,Large,High,5,4,838.0,1,Offline,14,48445.1,83737.6,132183.0,Downtown
22388,Store_2387,65222.8,Large,Low,8,7,1514.8,1,Online,23,44011.7,65111.1,109123.0,Downtown
22389,Store_2388,72778.6,Large,High,6,5,698.87,1,Online,21,66949.5,83014.2,149964.0,Downtown
22390,Store_2389,75724.3,Large,Mid,5,5,1995.67,2,Online,19,48796.9,69627.7,118425.0,Outskirts
22391,Store_2390,59647.2,Mid,High,9,8,1833.93,1,Offline,9,45619.7,78406.4,124026.0,Downtown
22392,Store_2391,68761.1,Large,Mid,6,6,1331.4,1,Online,3,42759.7,81841.1,124601.0,Downtown
22393,Store_2392,75808.9,Large,Mid,8,7,1796.95,1,Online,8,49248.7,84551.6,133800.0,Downtown
22394,Store_2393,39908.1,Mid,Mid,10,9,777.8,2,Online,46,28387.9,41777.2,70165.1,Outskirts
22395,Store_2394,48686.4,Mid,Low,7,7,547.1,2,Offline,47,43738.0,56985.8,100724.0,Outskirts
22396,Store_2395,32760.8,Mid,Mid,8,7,938.56,1,Offline,7,18245.6,33554.7,51800.3,Downtown
22397,Store_2396,68727.4,Large,Mid,6,6,933.58,2,Online,49,61402.4,121676.0,183078.0,Outskirts
22398,Store_2397,57211.4,Mid,High,7,7,1164.91,2,Online,0,38692.8,69507.5,108200.0,Outskirts
22399,Store_2398,70262.7,Large,Low,8,8,1092.74,2,Offline,15,60006.5,102191.0,162198.0,Outskirts
22400,Store_2399,11764.7,Small,Low,5,5,1735.53,1,Offline,5,11385.7,14998.4,26384.1,Downtown
22401,Store_2400,93377.6,Large,Low,6,6,675.13,2,Online,0,73867.9,141260.0,215128.0,Outskirts
22402,Store_2401,73513.6,Large,High,6,5,1245.74,3,Online,6,67074.2,126783.0,193857.0,Outskirts
22403,Store_2402,85531.9,Large,Mid,9,9,1237.82,1,Online,7,62727.4,104887.0,167614.0,Downtown
22404,Store_2403,59533.9,Mid,High,7,6,1356.17,1,Offline,22,38018.9,50472.7,88491.6,Downtown
22405,Store_2404,96909.6,Large,High,6,5,1855.13,2,Online,26,91653.9,173550.0,265204.0,Outskirts
22406,Store_2405,69399.6,Large,Mid,7,6,1821.97,2,Online,32,53919.9,99687.0,153607.0,Outskirts
22407,Store_2406,45397.4,Mid,Mid,10,9,681.67,3,Online,22,24370.4,36785.3,61155.7,Outskirts
22408,Store_2407,74163.8,Large,High,6,6,778.46,3,Online,64,58448.0,75279.7,133728.0,Outskirts
22409,Store_2408,83916.7,Large,Mid,9,8,1320.76,1,Online,13,74641.4,119907.0,194549.0,Downtown
22410,Store_2409,28311.1,Small,High,9,9,1550.17,1,Online,27,16936.7,23411.4,40348.1,Downtown
22411,Store_2410,59490.4,Mid,Low,9,9,1949.61,1,Online,16,57591.5,72800.9,130392.0,Downtown
22412,Store_2411,63287.2,Large,High,10,10,1645.37,3,Offline,40,44352.4,62531.7,106884.0,Outskirts
22413,Store_2412,19622.7,Small,Mid,10,9,898.94,2,Online,33,12806.6,20545.2,33351.9,Outskirts
22414,Store_2413,64970.8,Large,High,9,8,1917.07,1,Offline,12,47538.7,58248.5,105787.0,Downtown
22415,Store_2414,79109.8,Large,Mid,10,10,1543.94,1,Online,10,55422.8,108373.0,163796.0,Downtown
22416,Store_2415,56594.4,Mid,High,10,9,1394.03,1,Online,17,34275.5,50116.1,84391.6,Downtown
22417,Store_2416,10419.9,Small,Low,6,5,1272.97,1,Online,4,7160.11,11206.3,18366.4,Downtown
22418,Store_2417,24305.6,Small,Mid,10,9,1660.95,1,Offline,10,24254.5,48016.2,72270.7,Downtown
22419,Store_2418,89708.9,Large,High,9,9,1865.76,1,Offline,14,64722.6,118225.0,182948.0,Downtown
22420,Store_2419,62891.6,Large,High,5,5,814.15,3,Offline,11,34838.7,42897.2,77736.0,Outskirts
22421,Store_2420,88479.5,Large,Low,8,8,1237.51,3,Offline,0,75663.4,121825.0,197488.0,Outskirts
22422,Store_2421,48891.8,Mid,High,6,5,1369.82,2,Online,22,32156.1,44448.6,76604.7,Outskirts
22423,Store_2422,27373.9,Small,Low,9,9,527.34,1,Offline,25,22121.6,35780.1,57901.6,Downtown
22424,Store_2423,78417.8,Large,Low,10,9,815.98,3,Online,47,75068.7,122603.0,197672.0,Outskirts
22425,Store_2424,96744.5,Large,Low,5,4,1810.18,3,Offline,36,85072.9,116912.0,201985.0,Outskirts
22426,Store_2425,83163.9,Large,Mid,10,10,1254.07,1,Offline,16,46656.8,91818.8,138476.0,Downtown
22427,Store_2426,49028.6,Mid,Low,5,4,1663.47,1,Online,7,47069.0,86797.3,133866.0,Downtown
22428,Store_2427,33855.8,Mid,High,5,4,1571.03,2,Offline,9,29893.4,42451.2,72344.5,Outskirts
22429,Store_2428,16999.0,Small,Mid,6,6,968.16,1,Offline,5,11961.1,18713.9,30675.0,Downtown
22430,Store_2429,15108.5,Small,Mid,6,6,1609.27,2,Online,20,15017.7,26808.3,41826.1,Outskirts
22431,Store_2430,72371.2,Large,Low,6,5,1995.05,1,Online,12,62727.6,95486.8,158214.0,Downtown
22432,Store_2431,83219.8,Large,High,9,8,1414.83,1,Online,20,65924.7,126075.0,192000.0,Downtown
22433,Store_2432,72956.3,Large,High,9,9,1227.27,2,Offline,19,42585.2,73412.3,115998.0,Outskirts
22434,Store_2433,79484.8,Large,High,5,5,949.06,1,Online,17,45110.3,89078.2,134189.0,Downtown
22435,Store_2434,49287.8,Mid,Low,5,4,1343.84,1,Offline,15,39382.4,61864.4,101247.0,Downtown
22436,Store_2435,57133.1,Mid,Low,8,8,611.76,2,Offline,6,35669.7,66631.3,102301.0,Outskirts
22437,Store_2436,48619.9,Mid,High,8,7,1509.47,3,Online,66,33396.6,40489.4,73886.1,Outskirts
22438,Store_2437,96041.1,Large,High,9,8,1392.85,1,Online,0,83532.8,144028.0,227561.0,Downtown
22439,Store_2438,15199.6,Small,Mid,6,5,1502.74,2,Online,6,15081.1,24738.0,39819.1,Outskirts
22440,Store_2439,81893.1,Large,Mid,8,7,1339.87,1,Online,6,52387.3,94594.6,146982.0,Downtown
22441,Store_2440,95254.3,Large,Mid,5,4,855.39,1,Online,27,75994.9,108100.0,184095.0,Downtown
22442,Store_2441,64319.6,Large,Low,5,4,1398.53,1,Online,29,50667.8,100422.0,151090.0,Downtown
22443,Store_2442,24476.0,Small,High,9,9,1596.3,1,Offline,24,13113.5,25681.3,38794.8,Downtown
22444,Store_2443,57277.6,Mid,Mid,7,6,1043.87,3,Offline,68,33209.7,62898.7,96108.4,Outskirts
22445,Store_2444,87272.7,Large,High,6,5,1567.27,3,Online,8,80693.0,153923.0,234616.0,Outskirts
22446,Store_2445,88691.8,Large,High,9,8,1556.49,2,Online,19,62760.5,122291.0,185051.0,Outskirts
22447,Store_2446,48931.1,Mid,Mid,7,7,890.34,3,Offline,30,42200.1,61416.5,103617.0,Outskirts
22448,Store_2447,47923.6,Mid,Low,7,6,1053.45,2,Online,21,39855.1,49128.8,88983.9,Outskirts
22449,Store_2448,29299.1,Small,High,9,9,916.12,1,Online,10,18064.5,22722.5,40787.0,Downtown
22450,Store_2449,69606.3,Large,Low,7,7,898.04,2,Offline,18,63757.2,78595.3,142353.0,Outskirts
22451,Store_2450,73785.2,Large,High,8,8,740.67,1,Online,12,71569.4,110858.0,182427.0,Downtown
22452,Store_2451,42504.5,Mid,Mid,8,8,1148.48,2,Offline,0,40639.3,65895.6,106535.0,Outskirts
22453,Store_2452,90776.8,Large,High,7,6,794.27,1,Online,28,82500.2,116736.0,199236.0,Downtown
22454,Store_2453,90157.6,Large,Mid,10,9,1713.19,2,Online,0,69676.6,123249.0,192925.0,Outskirts
22455,Store_2454,92656.7,Large,Mid,6,5,1854.73,2,Offline,30,91798.6,113738.0,205537.0,Outskirts
22456,Store_2455,36934.3,Mid,High,6,5,1865.5,1,Online,24,34785.8,42235.0,77020.8,Downtown
22457,Store_2456,49367.7,Mid,Low,7,7,1798.85,1,Online,19,38826.8,74777.6,113604.0,Downtown
22458,Store_2457,83634.6,Large,Mid,10,10,1358.98,2,Online,28,77344.8,127023.0,204367.0,Outskirts
22459,Store_2458,29400.1,Small,Mid,10,9,521.26,1,Online,0,28039.2,45450.6,73489.8,Downtown
22460,Store_2459,91786.7,Large,High,8,7,1597.34,2,Offline,37,56490.5,108189.0,164679.0,Outskirts
22461,Store_2460,79935.2,Large,Low,9,8,558.79,2,Offline,25,63204.0,96083.4,159287.0,Outskirts
22462,Store_2461,33144.8,Mid,Low,8,8,658.58,2,Online,21,27757.8,35057.8,62815.5,Outskirts
22463,Store_2462,43197.5,Mid,High,10,10,1380.85,2,Offline,8,33263.6,45305.4,78569.0,Outskirts
22464,Store_2463,45310.6,Mid,Mid,10,9,557.02,2,Online,17,39231.0,66066.4,105297.0,Outskirts
22465,Store_2464,84725.2,Large,High,10,10,1853.56,1,Offline,1,54062.5,75285.9,129348.0,Downtown
22466,Store_2465,43750.8,Mid,Low,8,7,1663.13,3,Offline,41,27317.3,42954.8,70272.1,Outskirts
22467,Store_2466,62327.7,Large,High,8,8,608.36,1,Offline,28,44616.4,63196.9,107813.0,Downtown
22468,Store_2467,15199.8,Small,High,8,7,1563.75,3,Offline,41,15083.1,19888.9,34972.0,Outskirts
22469,Store_2468,80868.5,Large,High,5,4,1917.41,1,Offline,27,49989.1,77712.9,127702.0,Downtown
22470,Store_2469,55658.8,Mid,Low,8,7,752.9,1,Online,27,48335.0,95737.0,144072.0,Downtown
22471,Store_2470,70197.3,Large,High,5,5,1696.93,3,Offline,66,50757.0,76820.4,127577.0,Outskirts
22472,Store_2471,65887.8,Large,High,5,5,641.37,2,Online,2,36680.2,55833.3,92513.5,Outskirts
22473,Store_2472,70595.7,Large,Low,9,9,1404.23,2,Offline,11,46083.2,85972.6,132056.0,Outskirts
22474,Store_2473,31898.5,Mid,High,6,6,1070.83,2,Offline,8,19023.0,30109.6,49132.6,Outskirts
22475,Store_2474,83292.6,Large,High,9,8,732.6,3,Online,45,76366.3,105472.0,181839.0,Outskirts
22476,Store_2475,66794.9,Large,Mid,5,4,1751.96,3,Offline,50,58536.2,97603.3,156139.0,Outskirts
22477,Store_2476,69680.5,Large,High,7,6,811.78,2,Online,35,50431.8,65462.1,115894.0,Outskirts
22478,Store_2477,34313.9,Mid,High,8,7,672.12,3,Online,50,27487.8,51528.1,79015.9,Outskirts
22479,Store_2478,46874.7,Mid,Mid,6,6,1198.57,2,Online,35,31967.5,56206.3,88173.8,Outskirts
22480,Store_2479,45737.4,Mid,High,9,8,1514.26,3,Offline,46,42546.1,60882.0,103428.0,Outskirts
22481,Store_2480,87596.9,Large,Mid,10,10,811.37,2,Online,8,72936.8,135382.0,208318.0,Outskirts
22482,Store_2481,19457.4,Small,Low,5,4,838.6,2,Online,45,16024.1,25561.5,41585.6,Outskirts
22483,Store_2482,57576.6,Mid,Low,6,5,1135.63,1,Online,16,44029.8,52915.0,96944.8,Downtown
22484,Store_2483,48065.7,Mid,Low,6,6,1019.09,2,Offline,22,45553.1,60357.4,105910.0,Outskirts
22485,Store_2484,18535.3,Small,Low,9,8,890.38,1,Online,20,14681.4,28230.2,42911.6,Downtown
22486,Store_2485,78885.7,Large,Low,6,6,1293.52,2,Online,22,67937.4,95201.4,163139.0,Outskirts
22487,Store_2486,18182.2,Small,High,5,5,870.21,2,Offline,49,17689.8,32289.7,49979.5,Outskirts
22488,Store_2487,16373.0,Small,Low,9,9,781.12,2,Offline,27,12198.8,22537.7,34736.5,Outskirts
22489,Store_2488,61907.1,Large,Mid,7,7,1882.06,2,Offline,6,58086.1,114905.0,172991.0,Outskirts
22490,Store_2489,31056.0,Mid,Low,8,8,1191.88,1,Offline,3,19560.8,38768.9,58329.6,Downtown
22491,Store_2490,19739.1,Small,High,9,8,649.98,3,Online,69,11666.9,22676.8,34343.7,Outskirts
22492,Store_2491,19159.2,Small,High,6,5,1206.91,1,Online,22,12719.0,19318.3,32037.3,Downtown
22493,Store_2492,10869.8,Small,High,8,8,1958.52,3,Online,31,10138.2,20034.7,30173.0,Outskirts
22494,Store_2493,32930.6,Mid,High,6,5,1993.36,2,Online,2,25712.8,44311.4,70024.1,Outskirts
22495,Store_2494,62727.8,Large,High,7,7,1215.61,3,Online,22,41316.2,70311.9,111628.0,Outskirts
22496,Store_2495,26588.3,Small,Low,8,8,1426.96,3,Online,2,14492.2,21371.5,35863.7,Outskirts
22497,Store_2496,50183.3,Mid,Low,9,8,1627.06,2,Offline,27,46103.5,74464.7,120568.0,Outskirts
22498,Store_2497,17429.5,Small,High,8,7,1296.38,1,Offline,18,15494.5,19139.1,34633.6,Downtown
22499,Store_2498,89763.0,Large,Low,10,10,1895.11,2,Online,11,52199.8,67946.5,120146.0,Outskirts
22500,Store_2499,23159.1,Small,Mid,8,7,1113.38,1,Online,9,22267.8,37859.8,60127.6,Downtown
22501,Store_2500,42142.4,Mid,Mid,8,7,1074.68,1,Online,22,35935.8,52350.9,88286.7,Downtown
22502,Store_2501,53975.4,Mid,High,6,6,662.03,3,Online,11,42984.7,68060.8,111045.0,Outskirts
22503,Store_2502,65602.4,Large,Mid,5,5,1012.33,1,Offline,12,45636.5,79120.2,124757.0,Downtown
22504,Store_2503,24557.0,Small,Mid,7,7,650.38,3,Online,69,19253.9,36379.6,55633.4,Outskirts
22505,Store_2504,64437.8,Large,Mid,8,7,643.26,1,Online,11,39126.8,74943.9,114071.0,Downtown
22506,Store_2505,84529.4,Large,High,8,7,802.75,3,Online,10,62213.9,119644.0,181857.0,Outskirts
22507,Store_2506,19302.6,Small,High,5,4,1792.68,1,Offline,18,13246.8,16070.8,29317.6,Downtown
22508,Store_2507,96827.9,Large,High,8,7,1626.57,1,Online,20,91333.2,135555.0,226888.0,Downtown
22509,Store_2508,20494.0,Small,High,8,8,1034.32,2,Online,13,11064.8,18296.6,29361.4,Outskirts
22510,Store_2509,63599.1,Large,Low,8,8,1977.7,2,Online,33,41021.8,64554.6,105576.0,Outskirts
22511,Store_2510,51882.2,Mid,High,7,7,1886.16,2,Offline,49,51315.5,98213.4,149529.0,Outskirts
22512,Store_2511,57475.8,Mid,High,6,6,1175.48,2,Online,33,29720.8,39546.5,69267.3,Outskirts
22513,Store_2512,74227.3,Large,Low,6,6,1027.44,2,Online,40,73445.9,116651.0,190097.0,Outskirts
22514,Store_2513,54081.2,Mid,Mid,7,7,1307.73,3,Offline,18,33716.1,51976.6,85692.8,Outskirts
22515,Store_2514,45492.1,Mid,High,6,5,720.45,2,Online,22,44295.2,66382.2,110677.0,Outskirts
22516,Store_2515,12187.8,Small,Low,10,9,1332.19,2,Online,16,9835.37,12529.1,22364.4,Outskirts
22517,Store_2516,65784.9,Large,High,9,9,1390.07,1,Online,20,63765.3,108105.0,171870.0,Downtown
22518,Store_2517,35214.6,Mid,High,9,9,1004.28,1,Offline,7,23077.6,42431.5,65509.1,Downtown
22519,Store_2518,15351.9,Small,Mid,10,9,711.02,1,Online,7,8881.26,11018.5,19899.8,Downtown
22520,Store_2519,80470.5,Large,Mid,5,4,1611.19,3,Offline,22,56228.3,68416.1,124644.0,Outskirts
22521,Store_2520,92103.0,Large,High,6,6,1807.24,2,Online,27,81655.3,112511.0,194166.0,Outskirts
22522,Store_2521,81308.0,Large,Low,5,4,1532.51,2,Online,46,51911.3,87686.9,139598.0,Outskirts
22523,Store_2522,30391.6,Mid,Low,9,9,1104.55,2,Online,44,28785.8,53071.4,81857.2,Outskirts
22524,Store_2523,40594.4,Mid,Low,7,7,1592.73,1,Online,16,27112.6,32609.7,59722.3,Downtown
22525,Store_2524,10887.1,Small,Low,5,4,576.63,1,Online,1,9391.65,15185.0,24576.6,Downtown
22526,Store_2525,48656.7,Mid,Mid,7,7,1394.61,2,Offline,11,32169.2,62155.5,94324.7,Outskirts
22527,Store_2526,64812.7,Large,Low,9,9,899.82,2,Online,4,57170.1,93334.6,150505.0,Outskirts
22528,Store_2527,47001.6,Mid,High,7,7,678.96,3,Online,56,25228.2,49142.9,74371.1,Outskirts
22529,Store_2528,50863.8,Mid,High,7,7,1966.36,1,Offline,4,40802.8,68210.0,109013.0,Downtown
22530,Store_2529,22142.9,Small,High,10,10,1993.04,3,Online,3,15165.7,26919.3,42084.9,Outskirts
22531,Store_2530,53599.8,Mid,Low,10,9,931.78,2,Offline,24,51656.1,68292.1,119948.0,Outskirts
22532,Store_2531,98238.6,Large,High,5,4,1030.63,1,Online,21,65757.1,107638.0,173396.0,Downtown
22533,Store_2532,74306.6,Large,Mid,10,9,1161.42,3,Online,40,65645.2,84366.5,150012.0,Outskirts
22534,Store_2533,30861.7,Mid,Mid,10,10,958.18,1,Offline,26,27306.0,37599.1,64905.1,Downtown
22535,Store_2534,81750.5,Large,High,5,5,1584.97,2,Offline,48,47264.2,90028.9,137293.0,Outskirts
22536,Store_2535,94248.7,Large,Low,7,6,1667.18,2,Online,3,77421.6,92975.4,170397.0,Outskirts
22537,Store_2536,16916.2,Small,Mid,6,6,1809.97,1,Online,20,14339.3,22478.6,36817.9,Downtown
22538,Store_2537,29043.4,Small,High,9,8,1357.79,1,Offline,5,16203.1,20403.9,36607.1,Downtown
22539,Store_2538,12070.7,Small,Mid,6,6,1404.62,1,Offline,17,9284.24,18202.8,27487.0,Downtown
22540,Store_2539,22496.1,Small,High,7,6,1679.49,3,Online,35,12247.0,23613.4,35860.4,Outskirts
22541,Store_2540,35572.1,Mid,Mid,10,9,1046.89,1,Offline,29,20247.0,36071.3,56318.3,Downtown
22542,Store_2541,29767.6,Small,High,10,9,1400.99,1,Online,0,25606.7,43021.0,68627.7,Downtown
22543,Store_2542,85517.8,Large,Mid,5,5,1234.85,2,Offline,1,72918.7,113655.0,186574.0,Outskirts
22544,Store_2543,21300.1,Small,Low,5,5,1373.04,3,Offline,32,16464.2,24181.4,40645.6,Outskirts
22545,Store_2544,13762.0,Small,Low,10,9,1041.65,3,Online,32,13706.3,22452.9,36159.2,Outskirts
22546,Store_2545,78645.6,Large,Low,8,8,1797.72,1,Online,18,77275.4,93166.8,170442.0,Downtown
22547,Store_2546,22585.1,Small,High,9,9,1170.19,2,Online,16,11738.0,15964.8,27702.7,Outskirts
22548,Store_2547,89406.0,Large,Mid,8,7,912.91,3,Offline,50,72777.4,144192.0,216969.0,Outskirts
22549,Store_2548,99900.9,Large,Low,6,6,831.22,2,Offline,41,69495.0,109492.0,178987.0,Outskirts
22550,Store_2549,25593.0,Small,High,7,7,1930.43,3,Online,69,19101.7,30337.6,49439.4,Outskirts
22551,Store_2550,95333.5,Large,Low,8,8,1237.94,1,Online,19,92610.6,164778.0,257389.0,Downtown
22552,Store_2551,81258.1,Large,Mid,7,7,573.9,2,Offline,9,51781.4,95575.1,147356.0,Outskirts
22553,Store_2552,29116.0,Small,Mid,10,9,1129.71,3,Online,8,23343.8,40530.7,63874.5,Outskirts
22554,Store_2553,58692.5,Mid,High,5,5,1609.82,2,Online,27,54373.9,92284.9,146659.0,Outskirts
22555,Store_2554,59423.6,Mid,High,5,5,1826.3,1,Online,7,56653.7,101977.0,158630.0,Downtown
22556,Store_2555,12671.6,Small,Mid,6,6,1990.07,3,Online,66,6452.47,8891.73,15344.2,Outskirts
22557,Store_2556,15172.9,Small,High,9,9,645.18,1,Offline,21,15158.1,27809.8,42967.9,Downtown
22558,Store_2557,97512.1,Large,Mid,5,4,1947.34,1,Online,26,93899.0,182686.0,276585.0,Downtown
22559,Store_2558,89383.5,Large,Mid,6,6,1838.93,1,Online,27,62814.7,89422.2,152237.0,Downtown
22560,Store_2559,26280.7,Small,Low,9,8,1000.37,2,Offline,38,14607.7,20628.7,35236.4,Outskirts
22561,Store_2560,99200.4,Large,Low,9,8,1666.27,2,Offline,20,68533.5,120027.0,188561.0,Outskirts
22562,Store_2561,37081.5,Mid,High,5,4,1895.99,3,Offline,57,29721.3,48291.0,78012.3,Outskirts
22563,Store_2562,86129.9,Large,Mid,6,5,849.99,1,Offline,7,63662.2,107338.0,171000.0,Downtown
22564,Store_2563,64268.2,Large,Low,5,5,1193.77,2,Offline,40,50430.1,78437.7,128868.0,Outskirts
22565,Store_2564,56171.5,Mid,Low,8,8,831.56,2,Online,13,30468.4,52152.2,82620.6,Outskirts
22566,Store_2565,94914.9,Large,High,7,6,1652.95,1,Offline,2,92359.7,144835.0,237195.0,Downtown
22567,Store_2566,51629.5,Mid,High,8,8,1125.74,1,Offline,0,40887.2,79024.2,119911.0,Downtown
22568,Store_2567,84519.2,Large,Mid,6,5,1146.74,1,Online,18,47312.9,85455.3,132768.0,Downtown
22569,Store_2568,48686.9,Mid,High,9,8,1737.57,2,Online,1,36142.3,53519.4,89661.7,Outskirts
22570,Store_2569,37082.8,Mid,Mid,7,7,1925.34,2,Online,17,27100.8,38329.4,65430.2,Outskirts
22571,Store_2570,95917.3,Large,High,5,5,1155.07,2,Online,13,56183.2,70134.9,126318.0,Outskirts
22572,Store_2571,80879.6,Large,Mid,9,8,1958.49,1,Offline,13,49642.5,91474.4,141117.0,Downtown
22573,Store_2572,40055.1,Mid,Low,6,5,1452.48,1,Online,23,35064.9,53197.2,88262.0,Downtown
22574,Store_2573,75648.1,Large,High,5,5,1134.0,1,Offline,2,71103.6,95875.9,166979.0,Downtown
22575,Store_2574,35914.3,Mid,Mid,5,4,746.67,1,Online,7,33522.4,56092.1,89614.6,Downtown
22576,Store_2575,42179.3,Mid,Low,10,9,1451.08,2,Online,25,31148.7,57934.2,89082.9,Outskirts
22577,Store_2576,72425.7,Large,High,7,6,1418.27,1,Online,1,54854.1,84280.5,139135.0,Downtown
22578,Store_2577,60265.1,Large,High,6,5,1900.32,2,Online,10,38014.1,66324.8,104339.0,Outskirts
22579,Store_2578,65795.1,Large,Low,7,6,1240.26,2,Offline,2,47857.1,61398.1,109255.0,Outskirts
22580,Store_2579,23879.9,Small,High,9,8,813.91,3,Online,36,14318.5,22328.7,36647.1,Outskirts
22581,Store_2580,68391.2,Large,Mid,10,10,1401.41,1,Online,19,52624.5,94057.1,146682.0,Downtown
22582,Store_2581,14859.2,Small,Low,6,5,1772.89,1,Online,1,12578.8,17819.5,30398.3,Downtown
22583,Store_2582,34730.3,Mid,High,6,6,1030.74,1,Offline,22,32612.8,42284.9,74897.7,Downtown
22584,Store_2583,97244.3,Large,Mid,5,5,1991.6,3,Offline,56,57430.8,90284.2,147715.0,Outskirts
22585,Store_2584,80365.0,Large,High,8,8,1086.52,1,Online,6,59689.8,107761.0,167450.0,Downtown
22586,Store_2585,39428.8,Mid,High,5,5,578.02,1,Offline,11,25332.3,35803.8,61136.1,Downtown
22587,Store_2586,53078.6,Mid,Mid,10,9,761.12,2,Offline,33,38746.9,55762.9,94509.8,Outskirts
22588,Store_2587,20329.6,Small,High,6,5,794.27,2,Online,22,14995.3,18308.6,33303.9,Outskirts
22589,Store_2588,73477.9,Large,High,6,6,810.0,1,Online,5,58826.8,91474.8,150302.0,Downtown
22590,Store_2589,47352.9,Mid,Mid,5,5,1997.41,1,Offline,1,27136.0,45566.2,72702.2,Downtown
22591,Store_2590,60085.1,Large,High,7,6,1255.59,2,Online,47,53064.1,105949.0,159013.0,Outskirts
22592,Store_2591,71205.5,Large,High,10,10,609.0,1,Online,4,52571.1,102063.0,154634.0,Downtown
22593,Store_2592,28369.5,Small,Low,8,8,1019.14,1,Online,6,16700.5,23768.4,40468.9,Downtown
22594,Store_2593,87669.7,Large,High,8,8,1283.36,1,Offline,4,62063.5,104152.0,166215.0,Downtown
22595,Store_2594,76680.8,Large,Mid,10,9,1424.79,1,Online,8,62997.7,92624.4,155622.0,Downtown
22596,Store_2595,78392.0,Large,Mid,10,9,1849.21,2,Online,42,41581.0,74746.1,116327.0,Outskirts
22597,Store_2596,59720.5,Mid,High,6,6,1615.66,2,Offline,44,54425.6,84171.7,138597.0,Outskirts
22598,Store_2597,72810.5,Large,Low,10,9,1971.89,3,Online,2,39821.2,58666.4,98487.6,Outskirts
22599,Store_2598,48366.5,Mid,Low,6,5,516.0,1,Offline,29,27276.0,48681.8,75957.8,Downtown
22600,Store_2599,34409.2,Mid,Low,5,4,1397.26,2,Online,10,28907.7,52830.9,81738.6,Outskirts
22601,Store_2600,89348.8,Large,Low,8,7,533.95,1,Offline,9,60327.7,109212.0,169540.0,Downtown
22602,Store_2601,78697.9,Large,Mid,5,4,1031.01,2,Offline,33,65963.2,99203.5,165167.0,Outskirts
22603,Store_2602,88336.7,Large,Low,7,6,1587.52,3,Online,12,47577.4,89725.8,137303.0,Outskirts
22604,Store_2603,14975.6,Small,Mid,8,8,968.63,3,Online,7,10394.7,17543.1,27937.7,Outskirts
22605,Store_2604,89513.0,Large,High,9,8,1868.78,2,Online,16,57553.8,89947.1,147501.0,Outskirts
22606,Store_2605,46892.3,Mid,High,5,5,1928.93,2,Online,47,35231.9,61519.9,96751.8,Outskirts
22607,Store_2606,91485.1,Large,Mid,10,9,1753.97,2,Online,47,48635.0,76450.8,125086.0,Outskirts
22608,Store_2607,22137.1,Small,Low,10,10,1484.58,2,Offline,10,13293.2,19676.4,32969.6,Outskirts
22609,Store_2608,23333.7,Small,High,10,9,533.37,3,Offline,51,21094.4,39539.3,60633.7,Outskirts
22610,Store_2609,81170.1,Large,High,7,7,1127.04,2,Online,48,58171.3,82328.6,140500.0,Outskirts
22611,Store_2610,14097.7,Small,High,8,7,1924.52,3,Offline,48,12115.2,19543.6,31658.7,Outskirts
22612,Store_2611,48334.0,Mid,Mid,7,7,1966.24,2,Online,13,31327.3,54439.5,85766.9,Outskirts
22613,Store_2612,52495.3,Mid,Mid,7,6,835.17,3,Offline,53,48357.4,94278.1,142635.0,Outskirts
22614,Store_2613,24222.3,Small,Mid,6,5,1111.62,1,Online,7,18781.5,22890.9,41672.4,Downtown
22615,Store_2614,51872.4,Mid,Low,10,9,1381.76,2,Online,47,35085.7,68251.9,103338.0,Outskirts
22616,Store_2615,63977.7,Large,Low,6,6,1684.01,2,Offline,8,60740.2,72895.9,133636.0,Outskirts
22617,Store_2616,37396.6,Mid,Mid,10,10,1346.28,2,Online,13,22557.0,31088.0,53644.9,Outskirts
22618,Store_2617,54517.6,Mid,Mid,6,5,885.69,2,Offline,49,29088.3,43192.3,72280.6,Outskirts
22619,Store_2618,62117.8,Large,Mid,8,8,911.33,1,Offline,5,32789.7,59112.7,91902.4,Downtown
22620,Store_2619,64019.5,Large,High,6,5,1793.25,1,Offline,18,55422.5,103992.0,159415.0,Downtown
22621,Store_2620,12964.3,Small,High,6,5,1417.85,2,Offline,49,10032.9,18346.2,28379.1,Outskirts
22622,Store_2621,35695.7,Mid,Low,7,7,1746.1,1,Online,16,32414.1,49135.7,81549.8,Downtown
22623,Store_2622,57322.4,Mid,Mid,10,9,1916.6,1,Offline,4,55146.4,75673.2,130820.0,Downtown
22624,Store_2623,37375.2,Mid,Mid,9,9,781.18,2,Online,21,29459.3,49983.4,79442.7,Outskirts
22625,Store_2624,43758.2,Mid,Low,10,9,1198.67,1,Online,27,30192.8,39965.4,70158.2,Downtown
22626,Store_2625,66968.8,Large,Mid,10,9,1065.28,1,Offline,22,49114.0,60750.0,109864.0,Downtown
22627,Store_2626,84738.9,Large,Low,8,7,1241.08,2,Online,9,64157.7,127564.0,191722.0,Outskirts
22628,Store_2627,44570.2,Mid,Mid,7,7,1986.79,1,Offline,6,41392.2,71765.1,113157.0,Downtown
